time,code,class
0.03,a,1
17.819, s,1
18.1,a,1
151.975, s,1
152.539,a,1
187.258, s,1
189.255,a,1
192.34, s,1
193.74,a,1
200.456, s,1
201.86,a,1
208.019, s,1
208.579,a,1
239.94, s,1
240.496,a,1
277.74, s,1
278.017,a,1
300.495,END,0
